16,dispersa,D0,a,7433,3820
16,dispersa,D0,b,7206,3948
16,dispersa,D0,c,9973,3948
16,dispersa,D10,a,11008,3948
16,dispersa,D10,b,10833,3948
16,dispersa,D10,c,10299,3948
16,diagonal,D0,a,8068,3948
16,diagonal,D0,b,10010,3948
16,diagonal,D0,c,10920,3948
16,diagonal,D10,a,11259,3948
16,diagonal,D10,b,10268,3948
16,diagonal,D10,c,9118,3948
16,densa,D0,a,10402,3948
16,densa,D0,b,8824,3948
16,densa,D0,c,7451,3948
16,densa,D10,a,8519,3948
16,densa,D10,b,10266,3948
16,densa,D10,c,11292,3948
64,dispersa,D0,a,382529,4076
64,dispersa,D0,b,361619,4076
64,dispersa,D0,c,362973,4076
64,dispersa,D10,a,363919,4076
64,dispersa,D10,b,366460,4076
64,dispersa,D10,c,359692,4076
64,diagonal,D0,a,365989,4076
64,diagonal,D0,b,362593,4076
64,diagonal,D0,c,371392,4076
64,diagonal,D10,a,364226,4076
64,diagonal,D10,b,368347,4076
64,diagonal,D10,c,372418,4076
64,densa,D0,a,375116,4076
64,densa,D0,b,359186,4076
64,densa,D0,c,364291,4076
64,densa,D10,a,360277,4076
64,densa,D10,b,382801,4076
64,densa,D10,c,358849,4076
256,dispersa,D0,a,17973739,5996
256,dispersa,D0,b,17759612,5996
256,dispersa,D0,c,17942857,5996
256,dispersa,D10,a,17710624,5996
256,dispersa,D10,b,17662063,5996
256,dispersa,D10,c,17888104,5996
256,diagonal,D0,a,17764027,5996
256,diagonal,D0,b,17205917,5996
256,diagonal,D0,c,17310947,5996
256,diagonal,D10,a,20094855,6124
256,diagonal,D10,b,17130544,6124
256,diagonal,D10,c,17196636,6124
256,densa,D0,a,17307745,6124
256,densa,D0,b,17384764,6124
256,densa,D0,c,17348953,6124
256,densa,D10,a,17259999,6124
256,densa,D10,b,17208411,6124
256,densa,D10,c,17157149,6124
